the,551741
to,327725
of,278482
and,243175
is,240114
a,231794
that,214881
in,175659
i,143978
it,133725
not,125829
this,99398
you,98553
for,97995
be,95769
are,90652
as,83466
have,75163
s,72709
my,67408
can,58897
on,58383
they,58347
with,57493
t,55676
if,55166
or,55009
we,54257
would,51593
but,51111
will,46771
he,46342
by,45391
was,41958
has,41708
an,41561
all,40850
there,39052
from,38420
no,37581
so,36332
people,36287
do,34088
one,33893
what,33749
more,32939
their,32804
because,32537
god,30367
at,30129
which,30105
his,29887
opponent,29088
your,28701
1,26613
debate,25937
only,25392
who,24768
about,23910
just,23725
should,23386
http,23370
like,23336
argument,23158
than,22716
2,22715
also,22496
them,22260
then,21632
other,21566
does,21185
when,20906
even,20292
any,20190
how,19597
pro,19150
being,18780
were,18766
these,18304
out,18086
time,17108
some,16629
3,16437
up,16319
why,16305
our,16098
first,15839
make,15658
me,15655
could,15568
point,15295
www,15209
don,15153
many,14988
been,14750
say,14668
us,14659
con,14644
life,14234
com,14100
